log_file,run_type,task,model,stimulus_group,stimulus_index,legacy_pnum,seed,status,probable_cause
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,44,success,
