log_file,run_type,task,model,stimulus_group,stimulus_index,legacy_pnum,seed,status,probable_cause
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,first_word_letter,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,informal_to_formal,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,larger_animal,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,letters_list,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,negation,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,num_to_verbal,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,orthography_starts_with,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,rhymes,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,second_word_letter,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,2,,42,success,
